Operator,Scheme Name,Area,Approval Number,Recovery Method,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
Cenovus,Foster Creek,Athabasca,8623DD,Commercial-SAGD,17686.15,18649.1,18805.27,18534.64,13988.37,15622.27,18500.71,17670.77,17562.52,17742.86,17121.43,17463.66,2011
Suncor,Mackay River,Athabasca,8668N,Commercial-SAGD,5388.52,4934.05,4953.8,5228.11,4099.55,4705.96,4871.11,4626.45,4335.38,4223.93,4873.19,5082.18,2011
Japan Canada Oil Sands Limited,Hangingstone,Athabasca,8788I,Commercial-SAGD,1004.36,1093.29,1022.0,794.01,789.6,1157.2,1186.3,1094.27,1121.36,1077.52,1125.19,1111.42,2011
Suncor,Firebag,Athabasca,8870BB,Commercial-SAGD,9031.57,8712.69,8559.74,8909.4,9162.03,8819.59,8943.45,9050.41,8102.4,10660.38,11234.77,12279.35,2011
ConocoPhillips,Surmont,Athabasca,9426I,Commercial-SAGD,3633.15,3660.94,3408.2,3519.12,3453.19,822.09,3581.11,3773.03,3607.08,3607.47,3137.22,3647.99,2011
ConocoPhillips,Surmont Pilot,Athabasca,9460D,Commercial-SAGD,132.33,130.49,128.11,126.8,122.05,98.67,103.65,114.99,134.19,138.3,116.13,124.39,2011
Nexen,Long Lake,Athabasca,9485L,Commercial-SAGD,4323.45,3680.82,4170.1,4205.16,4481.86,4567.22,4313.89,4626.69,4862.43,5053.55,5053.19,4946.17,2011
Husky,Tucker Lake,Cold Lake,9835J,Commercial-SAGD,1006.73,990.41,955.37,988.67,1027.67,1099.04,1320.57,1240.05,794.71,1560.19,1482.8,1498.35,2011
CNRL,Brintnell,Athabasca,10147E,Enhanced Recovery,522.45,530.22,502.76,532.38,377.17,573.43,514.74,538.81,510.19,518.15,537.87,520.4,2011
CNRL,Brintnell,Athabasca,10423H,Enhanced Recovery,2200.63,2509.41,2501.86,2490.0,1716.11,2534.63,2573.71,2690.14,2583.16,2748.97,2904.82,3105.83,2011
Cenovus,EnCAID,Athabasca,10440I,Enhanced Recovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
CNRL,,Athabasca,10787F,Enhanced Recovery,264.69,266.4,271.78,394.04,259.29,332.52,375.05,364.25,336.78,750.62,742.03,672.52,2011
Murphy,Seal,Peace River,11320,Enhanced Recovery,10.04,12.12,12.73,13.99,10.07,13.96,12.41,14.55,30.32,27.26,33.15,26.02,2011
Cenovus,,Athabasca,11618,Enhanced Recovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
Cenovus,Brintnell,Athabasca,9404P,Enhanced Recovery,3252.35,3472.36,3442.48,3523.02,2346.63,3470.86,3413.47,3365.67,2846.07,3237.27,3279.69,3207.23,2011
CNRL,Brintnell,Athabasca,9673M,Enhanced Recovery,1509.66,1499.23,1527.69,1477.93,1245.24,1543.68,1521.24,1407.11,1343.63,1355.95,1208.82,1199.26,2011
MEG,GRIPE,Athabasca,10100C,Experimental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2011
E-T Energy Ltd.,Poplar,Athabasca,10457F,Experimental,0.0,0.0,0.0,0.0,0.0,0.44,0.32,0.0,0.0,0.0,,,2011
ConocoPhillips,,Athabasca,11596A,Experimental,0.0,0.0,0.0,0.0,16.41,37.87,139.87,189.75,268.23,282.6,275.13,246.67,2011
Baytex,,Peace River,10070H,Primary,293.95,341.98,369.35,271.85,191.16,254.98,269.66,259.73,248.21,249.49,337.69,392.28,2011
CNRL,,Cold Lake,10154D,Primary,247.83,237.73,248.24,232.22,232.84,234.86,212.24,192.24,168.13,159.39,179.42,198.06,2011
Penn West,,Peace River,10174C,Primary,58.33,53.85,53.03,52.2,48.62,54.55,48.65,55.95,55.22,50.64,50.31,48.81,2011
Husky,,Cold Lake,10259,Primary,32.16,34.25,27.39,20.26,26.02,27.79,32.04,30.69,28.15,34.93,24.93,28.87,2011
Murphy,,Peace River,10290,Primary,3.86,6.23,6.13,0.81,0.0,0.0,0.02,0.0,0.0,0.0,0.0,2.92,2011
Devon,,Cold Lake,10310,Primary,0.0,0.0,0.88,2.24,5.0,3.03,3.75,4.48,4.87,4.75,3.82,4.89,2011
Murphy,,Peace River,10329F,Primary,792.11,914.95,849.16,958.05,610.0,878.0,930.17,810.08,827.88,839.4,835.51,930.28,2011
Baytex,,Peace River,10391D,Primary,1459.72,1438.56,1445.51,1249.17,1215.19,1430.98,1541.95,1364.11,1326.79,1265.7,1338.16,1166.62,2011
Husky,,Peace River,10412B,Primary,446.8,416.19,304.12,407.33,225.35,209.11,236.03,248.59,393.19,375.06,369.17,356.11,2011
CNRL,,Cold Lake,10454A,Primary,10.92,9.26,10.28,13.02,10.45,9.57,10.62,10.89,8.49,9.48,9.09,9.44,2011
CNRL,,Cold Lake,10459,Primary,54.58,48.57,43.82,40.76,41.57,34.37,40.94,42.82,42.83,58.25,70.0,81.14,2011
CNRL,,Cold Lake,10471,Primary,2.96,1.67,1.47,1.49,1.58,0.88,0.78,1.18,0.38,0.66,0.56,0.78,2011
CNRL,,Cold Lake,10518C,Primary,122.34,142.11,139.1,144.54,141.91,133.85,140.88,126.42,127.91,250.15,360.89,507.76,2011
Shell,,Peace River,10532D,Primary,109.02,105.69,88.01,80.48,63.44,52.95,90.79,86.84,96.33,83.37,80.03,79.39,2011
CNRL,,Cold Lake,10547,Primary,11.17,12.26,14.61,18.65,14.64,15.04,14.23,12.6,12.41,11.44,16.76,25.31,2011
Shell,,Peace River,10557D,Primary,787.03,760.96,822.75,750.35,498.09,725.39,816.87,795.52,1067.57,1000.87,1126.0,1152.21,2011
Husky,,Cold Lake,10597,Primary,57.35,49.3,54.7,57.58,58.79,57.13,52.26,48.88,46.09,42.22,42.02,50.47,2011
CNRL,,Cold Lake,10618E,Primary,594.35,584.33,605.51,621.6,579.88,607.43,639.72,650.46,594.71,604.62,628.59,624.52,2011
Husky,,Cold Lake,10619E,Primary,146.65,161.96,156.29,134.36,155.08,168.3,180.36,315.96,359.1,419.42,415.41,396.92,2011
Action Energy Inc.,,Cold Lake,10631A,Primary,0.0,0.88,0.97,0.92,1.3,2.29,2.22,3.71,5.65,3.8,3.81,3.68,2011
Penn West,,Peace River,10647D,Primary,9.05,9.79,11.97,7.91,3.33,7.01,6.93,7.56,7.3,6.1,7.81,9.61,2011
CNRL,,Cold Lake,10725,Primary,14.12,10.02,8.91,10.55,8.38,6.94,10.17,13.79,13.6,7.47,5.66,5.53,2011
Penn West,,Peace River,10745B,Primary,0.0,0.0,30.4,30.43,52.29,32.3,30.24,60.37,40.45,31.42,39.12,52.92,2011
Shell,,Peace River,10746D,Primary,1.62,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,2011
Husky,,Cold Lake,10812A,Primary,95.84,84.37,81.73,75.38,68.88,65.08,61.81,63.41,73.22,81.1,91.38,79.91,2011
Devon,,Cold Lake,10828,Primary,195.96,227.75,239.93,254.4,256.94,258.33,250.99,224.0,219.84,186.01,175.1,208.34,2011
Bonavista,,Cold Lake,10853A,Primary,13.61,6.54,11.58,11.62,13.54,16.06,15.89,20.86,21.94,20.5,18.4,19.44,2011
CNRL,,Cold Lake,10882,Primary,43.93,47.43,63.64,83.25,77.85,79.12,58.38,56.75,51.39,36.01,36.1,31.66,2011
Murphy,,Peace River,10915A,Primary,20.99,18.63,13.26,17.97,11.16,12.03,11.95,14.76,15.79,15.19,17.44,17.23,2011
CNRL,,Cold Lake,11016A,Primary,438.72,447.48,445.46,433.9,407.25,387.76,382.48,390.32,366.28,458.07,466.34,493.4,2011
Watch Resources Ltd.,,Cold Lake,11018,Primary,2.06,9.25,6.92,2.18,1.67,,,,,,,,2011
Husky,,Cold Lake,11041,Primary,77.55,79.84,85.61,77.13,74.39,68.79,70.91,68.45,71.62,72.02,70.77,58.49,2011
Penn West,,Peace River,11060D,Primary,217.9,310.8,304.59,281.58,238.99,174.37,226.6,202.18,184.63,183.57,197.41,202.94,2011
CNRL,,Cold Lake,11188A,Primary,59.48,85.49,105.38,95.9,104.79,89.87,88.88,104.56,95.02,110.92,99.59,97.75,2011
Manitok Exploration Inc.,,Cold Lake,11191,Primary,6.29,16.91,26.37,33.84,31.25,35.58,30.89,28.44,37.93,57.0,41.2,38.91,2011
Husky,,Cold Lake,11192,Primary,25.95,19.29,13.91,10.68,13.49,22.66,21.81,22.74,21.08,24.03,23.11,21.72,2011
Husky,,Cold Lake,11205,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
Koch,,Peace River,11220,Primary,21.23,18.73,20.87,18.04,17.27,15.98,17.73,14.31,9.44,7.69,10.8,9.55,2011
CNRL,,Cold Lake,11227C,Primary,5.39,9.27,10.61,4.96,4.51,8.64,8.35,5.58,19.92,44.76,85.1,110.98,2011
Husky,,Cold Lake,11246,Primary,8.09,4.93,7.02,4.66,5.55,2.47,3.26,7.05,11.17,19.95,24.83,16.03,2011
Twin Butte Energy Ltd.,,Cold Lake,11256A,Primary,787.63,783.84,846.82,903.03,878.98,934.55,927.07,899.92,908.52,930.23,910.56,954.52,2011
Baytex,,Peace River,11257C,Primary,145.23,135.27,246.4,298.97,659.15,721.13,987.24,1165.45,1119.96,1135.14,1108.49,1190.66,2011
Husky,,Cold Lake,11275,Primary,3.49,2.16,6.91,14.02,9.93,6.71,1.49,2.97,3.12,0.29,1.85,3.63,2011
Husky,,Cold Lake,11287A,Primary,5.72,11.3,11.45,2.85,10.35,12.11,13.01,12.01,4.46,13.31,10.12,15.48,2011
Murphy,,Peace River,11306,Primary,15.46,57.2,47.55,73.06,58.59,106.92,103.02,70.44,98.2,158.47,195.88,195.54,2011
Baytex,,Peace River,11327,Primary,4.45,7.81,12.55,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,2011
Husky,,Cold Lake,11350,Primary,1.53,3.45,5.77,6.93,4.85,4.77,4.35,7.96,6.02,6.58,7.98,2.14,2011
Husky,,Cold Lake,11362,Primary,11.34,13.1,12.68,15.6,15.76,8.18,9.72,8.98,8.38,8.22,9.56,7.49,2011
Bonavista,,Cold Lake,11364A,Primary,5.69,3.1,0.88,0.0,0.06,0.86,0.0,0.0,0.0,0.98,1.81,,2011
Sunshine Oilsands Ltd.,,Athabasca,11382B,Primary,15.93,12.19,23.18,21.17,31.86,95.57,78.58,82.43,68.24,62.14,59.41,92.82,2011
CNRL,,Cold Lake,11383,Primary,5.78,8.97,7.15,7.64,6.2,7.04,8.37,8.08,10.0,5.77,43.86,71.45,2011
CNRL,,Cold Lake,11428A,Primary,400.34,609.66,746.99,853.67,999.23,1006.72,1012.89,1028.56,1001.92,1028.44,1146.47,1239.2,2011
Solara Exploration Ltd.,,Cold Lake,11429A,Primary,15.9,22.71,14.92,23.32,17.41,21.13,20.18,16.4,16.78,17.18,17.99,14.04,2011
Baytex,,Peace River,11437,Primary,5.01,5.21,5.27,2.87,4.64,2.61,5.62,9.9,20.44,18.31,13.8,15.22,2011
Husky,,Cold Lake,11450,Primary,9.79,14.26,19.54,16.06,11.95,9.8,5.85,6.86,8.01,14.21,4.81,7.28,2011
CNRL,,Cold Lake,11477A,Primary,18.27,45.73,62.65,63.21,76.2,73.78,81.36,88.45,86.49,83.15,83.46,101.15,2011
CNRL,,Athabasca,11480A,Primary,32.86,50.86,95.85,2.27,0.0,26.04,50.26,64.51,0.0,114.57,250.74,524.74,2011
CNRL,,Cold Lake,11481,Primary,0.36,2.95,2.0,1.73,1.51,1.22,2.64,0.15,1.87,1.27,2.31,0.72,2011
Husky,,Athabasca,11501,Primary,17.01,21.11,15.7,12.5,14.79,8.2,4.05,0.0,1.71,26.23,38.24,65.54,2011
CNRL,,Cold Lake,11503A,Primary,35.25,37.3,36.48,24.37,26.76,15.96,30.76,43.18,39.85,38.49,39.18,41.5,2011
CNRL,,Cold Lake,11538,Primary,0.0,0.0,22.6,23.33,17.21,23.35,16.22,14.76,21.32,29.48,33.53,38.3,2011
Bellatrix Exploration Ltd.,,Cold Lake,11545,Primary,16.4,17.41,15.0,14.75,12.29,14.64,9.42,13.93,13.23,12.77,12.5,13.33,2011
Shell,,Peace River,11556,Primary,8.34,1.78,1.63,1.55,1.65,1.48,1.59,0.62,1.5,0.0,,,2011
Cenovus,,Cold Lake,11567,Primary,5.02,5.16,5.0,2.69,3.31,1.09,1.85,3.19,6.0,5.45,4.76,8.99,2011
CNRL,,Cold Lake,11574A,Primary,9.75,11.25,8.23,20.38,26.27,22.03,31.42,34.09,31.06,35.39,41.62,34.48,2011
Baytex,,Peace River,11577,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
Perpetual,,Athabasca,11592,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.53,0.45,0.53,0.55,2011
Broadview Energy Ltd.,,Cold Lake,11619,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,10.82,2011
Frog Lake Energy Resources Corp.,,Cold Lake,11620,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.03,41.4,45.76,60.19,2011
Trafina Energy Ltd.,,Athabasca,11622,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01,12.51,8.3,8.94,2011
Cenovus,,Cold Lake,11624A,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68,7.75,5.21,14.85,2011
Cenovus,,Cold Lake,11629A,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.16,6.79,10.63,12.71,2011
Cenovus,,Cold Lake,11630A,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.48,16.1,17.01,25.1,2011
Cenovus,,Cold Lake,11631A,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.34,1.37,3.18,14.75,2011
Cenovus,,Cold Lake,11633,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,,,,2011
Cenovus,,Cold Lake,11634A,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.67,10.02,11.29,46.46,2011
CNRL,,Cold Lake,11643,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.83,32.22,33.36,27.63,2011
CNRL,,Cold Lake,11644,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,32.53,27.92,30.18,2011
CNRL,,Cold Lake,11645,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,12.92,14.12,14.01,2011
CNRL,,Cold Lake,11646,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,3.33,3.54,3.84,2011
CNRL,,Cold Lake,11647,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.52,28.04,34.69,36.83,2011
Cenovus,,Cold Lake,11726,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.57,2011
Cenovus,,Cold Lake,11727,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
Cenovus,,Cold Lake,11729,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.09,2011
Cenovus,,Cold Lake,11730,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,2011
CNRL,,Cold Lake,11751,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,2011
CNRL,,Cold Lake,5692D,Primary,0.0,0.01,0.0,1.06,2.25,4.58,1.42,4.33,3.36,2.39,2.34,1.61,2011
CNRL,,Cold Lake,6280F,Primary,270.95,290.94,282.4,297.53,312.1,336.04,377.64,315.02,346.56,335.29,396.66,428.57,2011
CNRL,,Athabasca,6619AA,Primary,449.8,440.7,407.96,278.2,171.04,238.47,257.71,217.54,229.27,114.97,119.69,106.62,2011
CNRL,,Cold Lake,6726K,Primary,147.75,168.61,161.27,179.2,176.36,187.61,204.92,235.3,223.58,259.85,250.71,249.73,2011
CNRL,,Cold Lake,6764D,Primary,1.47,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
CNRL,,Cold Lake,7118G,Primary,136.08,133.75,140.26,151.97,135.21,128.12,131.5,119.76,112.35,123.87,2.89,,2011
Twin Butte Energy Ltd.,,Cold Lake,7164K,Primary,57.94,53.95,50.76,37.78,52.35,55.66,75.69,76.7,79.41,76.91,86.91,65.98,2011
CNRL,,Cold Lake,7389D,Primary,91.27,89.56,84.81,81.81,63.73,75.7,83.01,60.06,54.64,50.84,65.03,51.61,2011
Bonavista,,Cold Lake,7515D,Primary,78.72,75.75,78.3,90.42,82.38,81.02,103.17,104.94,75.22,91.27,93.15,83.62,2011
BlackPearl,,Cold Lake,7920I,Primary,1.44,1.29,12.54,13.85,8.51,6.21,12.91,32.31,66.31,49.61,56.03,54.22,2011
Devon,,Cold Lake,7936J,Primary,4931.81,5076.07,5024.59,4968.53,4928.65,4920.37,4906.51,4939.45,4826.9,4848.28,4803.0,4798.64,2011
Husky,,Cold Lake,7990I,Primary,169.55,174.56,175.71,141.97,134.72,146.39,146.44,140.88,144.23,153.76,132.46,126.71,2011
CNRL,,Cold Lake,8002E,Primary,10.1,9.65,11.66,15.24,13.53,14.14,10.49,12.05,8.8,10.49,13.89,12.28,2011
CNRL,,Cold Lake,8017D,Primary,15.57,19.48,18.18,18.89,22.48,20.13,17.35,18.64,10.55,13.1,15.85,14.15,2011
CNRL,,Cold Lake,8018C,Primary,226.19,204.85,221.85,267.21,255.47,260.13,249.59,242.78,243.91,293.85,282.38,262.38,2011
CNRL,,Cold Lake,8035A,Primary,12.11,11.29,10.09,13.36,13.12,13.44,12.62,13.94,12.72,16.0,14.65,15.43,2011
CNRL,,Cold Lake,8042I,Primary,1385.34,1395.7,1413.9,1447.38,1479.9,1508.74,1519.89,1488.0,1432.49,1447.38,1600.23,1631.93,2011
CNRL,,Cold Lake,8043B,Primary,180.6,171.08,204.2,181.74,172.88,156.85,155.68,176.81,191.35,202.65,211.23,224.26,2011
CNRL,,Cold Lake,8069G,Primary,270.46,274.53,272.75,296.84,318.45,330.64,434.56,431.6,419.47,387.55,436.08,601.06,2011
CNRL,,Cold Lake,8087A,Primary,0.0,0.29,6.96,5.39,5.63,7.28,5.19,0.8,2.2,0.02,2.2,2.94,2011
CNRL,,Cold Lake,8161E,Primary,80.23,70.06,79.22,71.92,71.35,68.66,62.67,70.02,64.67,78.53,83.77,80.34,2011
CNRL,,Cold Lake,8162G,Primary,423.59,440.9,457.45,405.23,400.08,370.46,346.77,341.15,336.42,311.21,360.23,351.64,2011
CNRL,,Cold Lake,8179C,Primary,16.81,17.06,18.91,17.53,16.85,14.88,18.98,17.39,12.32,14.4,10.2,15.68,2011
CNRL,,Cold Lake,8180B,Primary,16.43,6.87,7.19,15.48,13.89,14.44,10.93,12.25,9.02,6.39,11.22,8.88,2011
Devon,,Cold Lake,8202A,Primary,142.38,129.55,124.4,149.12,121.49,110.43,136.91,122.63,120.19,142.42,137.33,123.58,2011
CNRL,,Cold Lake,8207B,Primary,0.0,3.99,3.4,3.69,3.19,1.92,0.8,2.4,2.48,2.62,1.71,1.65,2011
CNRL,,Cold Lake,8215C,Primary,73.54,61.33,85.75,77.39,78.46,75.26,74.82,66.26,74.0,67.63,78.58,109.69,2011
Devon,,Athabasca,8304A,Primary,0.0,0.0,0.08,0.0,,,,,,,,,2011
CNRL,,Cold Lake,8319,Primary,56.1,63.65,62.81,56.96,51.64,44.33,51.6,58.92,57.4,57.84,57.22,57.97,2011
Baytex,,Cold Lake,8341B,Primary,30.62,43.7,57.01,35.75,27.43,23.36,24.45,24.56,17.23,30.12,32.18,26.66,2011
CNRL,,Cold Lake,8434A,Primary,0.0,0.79,0.72,0.0,0.75,0.83,0.57,0.0,0.67,0.0,0.75,,2011
CNRL,,Cold Lake,8536A,Primary,15.96,22.45,18.89,19.33,15.81,16.99,16.1,17.75,14.16,17.53,12.15,14.75,2011
Devon,,Cold Lake,8611A,Primary,43.57,33.05,30.12,35.29,33.53,30.91,36.78,39.21,42.27,39.26,32.46,35.12,2011
Husky,,Cold Lake,8655B,Primary,8.09,4.33,6.1,2.87,5.47,7.91,8.16,7.41,5.62,4.3,6.81,4.98,2011
Husky,,Athabasca,8756D,Primary,394.16,461.47,492.49,521.37,476.56,489.54,455.35,436.56,428.5,437.27,457.9,438.98,2011
Reveal Resources Ltd.,,Cold Lake,8845A,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.81,2.08,3.15,2011
CNRL,,Cold Lake,8908J,Primary,946.95,986.3,989.11,954.57,917.41,906.71,757.93,747.67,701.86,737.11,841.3,895.1,2011
Buffalo Resources Corp.,,Cold Lake,8932C,Primary,14.91,11.38,13.21,14.24,13.25,6.11,14.35,12.45,10.21,12.57,8.78,10.08,2011
Shell,,Peace River,8972E,Primary,269.75,236.1,215.58,232.97,93.1,127.54,199.27,273.62,257.99,318.6,298.94,273.72,2011
CNRL,,Athabasca,8993D,Primary,186.62,153.81,163.4,142.37,77.89,133.24,139.35,159.67,129.05,139.33,85.3,164.9,2011
CNRL,,Cold Lake,9006B,Primary,75.77,72.05,79.13,79.61,76.27,54.43,68.22,83.0,70.0,78.67,90.74,74.43,2011
Devon,,Cold Lake,9148,Primary,16.6,19.52,26.29,32.16,30.47,28.35,27.99,24.37,21.36,17.29,16.96,16.26,2011
Imperial,,Cold Lake,9158B,Primary,49.69,53.79,58.46,47.85,46.24,45.8,43.85,55.78,67.03,51.46,60.86,60.77,2011
Harvest Operations Corp.,,Cold Lake,9266B,Primary,49.98,43.16,37.65,47.4,94.84,47.39,43.45,39.94,49.61,54.42,70.91,66.69,2011
Baytex,,Cold Lake,9278H,Primary,97.79,104.99,116.86,102.75,108.53,107.72,82.0,102.79,90.26,90.93,90.67,86.44,2011
Crispin Energy Inc.,,Cold Lake,9313,Primary,7.8,6.91,6.37,3.9,7.08,3.65,4.63,2.85,3.99,4.13,4.01,6.07,2011
CNRL,,Cold Lake,9340,Primary,127.3,119.31,126.29,154.05,128.46,118.33,105.08,106.27,118.95,130.25,120.52,130.38,2011
CNRL,,Cold Lake,9349C,Primary,229.22,234.22,231.26,219.51,218.6,210.17,181.69,163.71,185.87,174.83,186.45,182.69,2011
CNRL,,Cold Lake,9387K,Primary,379.15,370.33,399.88,429.03,463.54,498.82,472.76,557.45,501.08,548.85,536.67,665.94,2011
CNRL,,Cold Lake,9415O,Primary,1192.65,1151.36,1126.3,1188.17,511.51,1147.24,1272.62,1321.03,1469.53,1315.03,1385.12,1494.47,2011
Bonavista,,Cold Lake,9427B,Primary,53.92,54.26,51.96,51.67,52.91,51.66,56.83,51.04,47.55,49.35,45.5,39.45,2011
CNRL,,Athabasca,9466M,Primary,752.03,752.34,749.16,722.95,444.42,602.26,718.54,661.36,710.24,445.27,344.3,296.34,2011
Husky,,Cold Lake,9504A,Primary,0.42,1.98,3.22,2.1,1.63,1.7,0.99,1.39,4.45,1.64,0.56,0.23,2011
Baytex,,Cold Lake,9579A,Primary,18.8,26.44,29.91,17.96,20.3,26.35,21.13,23.12,22.66,22.92,25.83,19.46,2011
Penn West,,Peace River,9607C,Primary,112.37,139.22,139.08,146.7,57.9,52.96,142.48,170.08,167.98,142.24,137.2,149.18,2011
Imperial,,Cold Lake,9631,Primary,149.37,147.04,168.59,186.97,197.62,212.35,204.2,200.44,192.37,214.07,379.98,424.92,2011
Shell,,Peace River,9727C,Primary,402.26,378.75,324.8,350.51,122.52,190.01,304.7,403.89,381.34,387.78,383.6,339.91,2011
Bronco Energy Ltd.,,Athabasca,9774E,Primary,55.42,50.46,53.99,61.53,53.57,45.31,46.28,22.69,33.9,45.15,40.82,30.58,2011
Devon,,Cold Lake,9821,Primary,4.69,2.92,2.38,3.43,2.54,1.43,2.12,1.29,1.54,1.96,1.97,1.62,2011
Frog Lake Energy Resources Corp.,,Cold Lake,9827D,Primary,24.64,21.28,15.04,12.62,9.65,6.54,8.98,41.52,44.05,25.65,52.49,84.62,2011
Husky,,Cold Lake,9873,Primary,9.16,11.27,9.92,8.46,9.92,9.69,9.65,10.42,14.22,16.39,16.61,24.96,2011
CNRL,,Athabasca,9884D,Primary,66.78,59.74,58.05,67.93,54.8,68.83,66.29,64.53,63.2,59.28,67.72,70.18,2011
Koch,,Cold Lake,9908E,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.16,,,2011
Baytex,Cliffdale Pilot,Peace River,11034H,Commercial-CSS,11.45,30.5,47.08,51.09,85.53,72.59,64.02,44.08,78.37,50.64,52.67,74.63,2012
Penn West,Seal,Peace River,11377B,Commercial-CSS,0.0,0.0,0.0,4.66,95.38,85.9,71.95,58.43,44.78,37.37,31.93,27.97,2012
Sunshine Oilsands Ltd.,Harper,Athabasca,11379A,Commercial-CSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
Baytex,Harmon Valley Pilot,Peace River,11551,Commercial-CSS,2.94,2.08,3.52,3.87,5.21,6.61,2.46,5.38,6.11,1.26,5.54,6.61,2012
Murphy,Seal,Peace River,11778A,Commercial-CSS,0.0,0.0,8.66,6.49,6.54,8.28,4.43,0.97,0.0,0.0,0.16,0.18,2012
Shell,Peace River,Peace River,8143N,Commercial-CSS,1283.27,1167.11,1211.08,1249.38,1260.09,1339.3,724.91,1250.87,1203.34,1097.99,996.48,777.43,2012
Imperial,Cold Lake,Cold Lake,8558Z,Commercial-CSS,24859.38,24811.63,25201.09,24603.25,23554.63,24160.17,24447.41,23939.18,23610.98,22152.38,25953.75,25732.35,2012
CNRL,Primrose and Wolf Lake,Cold Lake,9140P,Commercial-CSS,11309.93,12313.58,13982.0,14246.54,15062.14,15001.13,14455.79,14803.4,18514.97,18048.58,19177.99,20069.69,2012
Devon,Jackfish ,Athabasca,10097L,Commercial-SAGD,7391.02,7607.87,7980.4,8353.09,8625.05,8706.34,8745.51,8459.15,4671.85,7103.99,7922.34,8911.22,2012
Shell,Orion,Cold Lake,10103F,Commercial-SAGD,730.93,737.56,802.69,786.42,625.32,749.69,400.37,587.93,723.01,770.74,678.17,792.33,2012
Connacher Oil And Gas Limited,Great Divide,Athabasca,10587J,Commercial-SAGD,883.3,852.2,874.18,847.38,858.23,863.09,847.49,835.15,1700.85,1759.49,1928.9,2007.1,2012
MEG,Christina Lake,Athabasca,10773P,Commercial-SAGD,4598.33,4748.03,4211.22,4618.4,4954.8,4947.49,4962.31,4808.26,1575.73,5103.32,4942.66,5378.15,2012
Statoil Canada Ltd.,Leismer,Athabasca,10935J,Commercial-SAGD,2542.23,2772.38,2615.91,2086.89,3010.0,2828.12,2586.33,2696.35,2485.4,2593.62,2406.7,2529.27,2012
Southern Pacific Resource Corp.,STP McKay,Athabasca,11461D,Commercial-SAGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,6.65,60.52,151.75,184.69,2012
Cenovus,Pelican Lake,Athabasca,11469B,Commercial-SAGD,18.14,0.04,3.13,40.68,29.85,45.33,33.94,23.85,28.99,24.62,10.61,0.0,2012
BlackPearl,Blackrod,Athabasca,11522D,Commercial-SAGD,35.56,43.51,44.55,62.45,34.05,40.01,48.58,53.85,44.89,39.88,35.11,30.85,2012
Pengrowth,Lindbergh Pilot,Cold Lake,6410H,Commercial-SAGD,0.0,0.0,19.65,60.08,86.47,207.7,196.95,189.39,222.68,238.44,237.96,252.17,2012
